id,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_verifications_identity_manual,host_verifications_selfie,host_verifications_jumio,host_verifications_reviews,host_verifications_phone,host_verifications_offline_government_id,host_verifications_email,host_verifications_government_id,amenities_Dryer,amenities_Shampoo,amenities_Bed_linens,amenities_Hot_water,amenities_Microwave,amenities_Dedicated_workspace,amenities_Washer,amenities_Hair_dryer,amenities_Carbon_monoxide_alarm,amenities_Air_conditioning,amenities_Long_term_stays_allowed,amenities_Free_parking_on_premises,amenities_Fire_extinguisher,amenities_Wifi,amenities_Stove,amenities_Free_street_parking,amenities_Essentials,amenities_Bathtub,amenities_First_aid_kit,amenities_Coffee_maker,amenities_Extra_pillows_and_blankets,amenities_Hangers,amenities_Oven,amenities_Refrigerator,amenities_Heating,amenities_Cooking_basics,amenities_Iron,amenities_TV,amenities_Dishwasher,amenities_Smoke_alarm,amenities_Dishes_and_silverware,amenities_Kitchen,amenities_Private_entrance,bathrooms_type,distance_to_CBD,host_in_same_neighbourhood,host_year,description_words_count,occu_rate_oct,occu_rate_nov,occu_rate_dec,occu_rate_jan,occu_rate_feb,occu_rate_mar,occu_rate_apr,occu_rate_may,occu_rate_jun,occu_rate_jul,occu_rate_aug,occu_rate_sep,occu_rate_q1,occu_rate_q2,occu_rate_q3,occu_rate_q4,occu_rate_year
50697814,401777272,within an hour,1.0,1.0,0,4.0,0,Bridgeport,41.84687,-87.64783,Private room in residential home,Private room,2,1,1.0,1.0,58.0,1,1125,2,2,1125,1125,2.0,1125.0,0,30,60,90,365,2021-10-19,6,6,2,30_days,5.0,5.0,4.83,5.0,5.0,4.5,4.67,1,6,0,6,0,2.43,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,shared,3.6267,1,0,447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50700037,265059752,within an hour,1.0,0.93,0,2.0,0,Calumet Heights,41.733,-87.58381,Entire rental unit,Entire home/apt,2,1,1.0,1.0,78.0,3,15,3,3,1125,1125,3.0,1125.0,0,21,51,81,171,2021-10-18,6,6,2,30_days,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,4,4,0,0,2.09,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,private,16.391,1,2,551,0.8387096774193549,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.8351648351648352,1.0,0.2826086956521739,0.5315068493150685
50702684,90091602,within an hour,1.0,1.0,0,0.0,0,Humboldt Park,41.89554,-87.69777,Private room in condominium (condo),Private room,2,1,1.0,1.0,49.0,2,31,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,2021-10-18,5,5,3,30_days,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,1,0,5.0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,shared,4.2533,0,5,671,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50723779,291819598,within an hour,1.0,0.88,0,2.0,0,Hyde Park,41.80071,-87.59937,Entire rental unit,Entire home/apt,12,1,4.0,6.0,177.0,2,1125,2,2,1125,1125,2.0,1125.0,0,19,42,72,248,2021-10-18,8,8,4,30_days,3.5,4.13,4.0,4.38,3.75,4.38,3.38,1,2,2,0,0,8.0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,8.7972,0,2,840,0.8064516129032258,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.5483870967741935,1.0,1.0,0.0,0.04395604395604396,0.8478260869565217,0.3804347826086957,0.32054794520547947
50724592,223183083,within a few hours,1.0,0.83,0,0.0,0,Avondale,41.93521,-87.73076,Entire rental unit,Entire home/apt,2,1,1.0,1.0,77.0,1,365,2,2,365,365,2.0,365.0,0,0,6,6,117,2021-10-19,14,14,5,30_days,5.0,5.0,5.0,5.0,5.0,4.79,5.0,1,1,1,0,0,14.0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,private,8.3491,0,3,620,0.45161290322580644,0.8666666666666667,0.9354838709677419,1.0,1.0,0.967741935483871,1.0,1.0,0.9666666666666667,0.0,0.0,0.0,0.9888888888888889,0.989010989010989,0.0,0.75,0.6794520547945205
50726344,391829495,within an hour,1.0,0.94,0,3.0,0,Near North Side,41.9078,-87.63818,Entire residential home,Entire home/apt,16,1,4.0,6.0,2368.0,2,1125,2,2,1125,1125,2.0,1125.0,0,17,46,76,256,2021-10-18,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,0,0,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,private,3.3346,1,0,1000,0.8709677419354839,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5483870967741935,1.0,1.0,0.0,0.0,0.8478260869565217,0.33695652173913043,0.29863013698630136
50731285,105930911,within an hour,0.9,0.8,0,0.0,0,Logan Square,41.9315,-87.71294,Entire rental unit,Entire home/apt,4,1,2.0,2.0,137.0,2,30,2,2,30,30,2.0,30.0,0,19,49,79,168,2021-10-19,10,10,3,30_days,4.9,5.0,5.0,4.9,5.0,5.0,5.0,1,1,1,0,0,3.66,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,private,7.4381,1,5,117,0.7096774193548387,0.23333333333333334,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.8351648351648352,1.0,0.31521739130434784,0.5397260273972603
50732849,200412367,within an hour,1.0,1.0,0,1.0,0,Oakland,41.82399,-87.61039,Private room in rental unit,Private room,3,1,1.0,1.0,64.0,1,7,2,2,7,7,2.0,7.0,0,30,60,89,89,2021-10-19,6,6,1,30_days,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,1,0,6.0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,shared,6.1249,0,3,756,0.5806451612903226,0.0,0.0,0.5161290322580645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.1956521739130435,0.7561643835616438
50751566,47172572,within an hour,0.97,0.93,0,61.0,0,West Town,41.89396,-87.65199,Entire rental unit,Entire home/apt,3,1,2.0,2.0,107.0,3,1125,3,7,1125,1125,5.9,1125.0,0,20,45,75,128,2021-10-18,2,2,1,30_days,4.0,5.0,3.5,4.5,5.0,5.0,4.5,1,61,61,0,0,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,private,2.1544,0,6,1000,0.6774193548387096,0.36666666666666664,0.0,0.0,0.0,0.7096774193548387,1.0,1.0,1.0,1.0,1.0,1.0,0.24444444444444444,1.0,1.0,0.34782608695652173,0.6493150684931507
50755637,410180561,within an hour,1.0,0.83,0,0.0,0,Near South Side,41.85934,-87.62569,Entire loft,Entire home/apt,4,1,1.0,2.0,170.0,1,14,2,2,14,14,2.0,14.0,0,0,0,0,0,2021-10-19,12,12,6,30_days,4.73,4.82,5.0,4.73,4.91,4.64,4.91,1,1,1,0,0,5.45,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,private,2.0993,1,0,1000,0.967741935483871,0.6,0.3870967741935484,0.6129032258064516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,1.0,0.6521739130434783,0.8794520547945206
50758845,107434423,within an hour,1.0,0.98,0,1987.0,0,Lake View,41.945171,-87.641762,Entire rental unit,Entire home/apt,2,1,1.0,1.0,117.0,32,1125,32,730,1125,1125,704.1,1125.0,0,0,17,47,322,2021-10-18,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,313,313,0,0,0.0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,private,7.485,0,5,1000,0.45161290322580644,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4673913043478261,0.1178082191780822
50758854,107434423,within an hour,1.0,0.98,0,1987.0,0,Near West Side,41.879795,-87.665428,Entire rental unit,Entire home/apt,2,1,1.0,1.0,140.0,32,1125,32,730,1125,1125,709.3,1125.0,0,0,3,33,33,2021-10-18,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,313,313,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,private,2.0203,0,5,1000,1.0,1.0,0.41935483870967744,0.5161290322580645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.8043478260869565,0.9095890410958904
50765568,25108912,within an hour,1.0,0.64,0,0.0,0,East Garfield Park,41.87661,-87.69755,Entire rental unit,Entire home/apt,5,1,2.0,2.0,170.0,2,365,2,2,1125,1125,2.0,1125.0,0,0,30,60,327,2021-10-18,2,2,1,30_days,5.0,4.5,5.0,5.0,5.0,4.0,5.0,1,1,1,0,0,1.33,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,private,3.8389,0,7,579,0.45161290322580644,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.08695652173913043,0.32608695652173914,0.10410958904109589
50768107,377947515,within a few hours,0.98,0.96,0,5.0,0,Hyde Park,41.80066,-87.59254,Entire rental unit,Entire home/apt,3,1,1.0,1.0,80.0,1,1125,2,7,1125,1125,5.8,1125.0,0,27,57,87,139,2021-10-19,4,4,3,30_days,4.5,5.0,4.5,5.0,5.0,5.0,4.75,1,5,5,0,0,4.0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,private,8.8969,0,1,1000,0.6774193548387096,0.0,0.0,0.0,0.0,0.7096774193548387,1.0,1.0,1.0,1.0,1.0,1.0,0.24444444444444444,1.0,1.0,0.22826086956521738,0.6191780821917808
50773644,21858408,within an hour,1.0,1.0,0,0.0,0,Lake View,41.93903,-87.65329,Entire loft,Entire home/apt,2,1,1.0,1.0,59.0,32,96,32,32,1125,1125,32.0,1125.0,0,0,0,19,35,2021-10-18,2,2,1,30_days,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,0,0,0.91,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,private,6.8906,0,7,844,1.0,1.0,0.8709677419354839,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6555555555555556,1.0,1.0,0.9565217391304348,0.9041095890410958
50787092,230426593,within a few hours,1.0,0.93,0,0.0,0,Logan Square,41.91917,-87.69365,Entire rental unit,Entire home/apt,4,1,2.0,2.0,106.0,2,30,2,2,30,30,2.0,30.0,0,17,38,65,155,2021-10-18,5,5,1,30_days,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,0,0,2.46,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,private,5.742,1,3,1000,0.8387096774193549,0.4,0.12903225806451613,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.8351648351648352,1.0,0.45652173913043476,0.5753424657534246
50787434,144706165,within an hour,1.0,1.0,0,1.0,0,Ohare,41.97317,-87.84414,Entire rental unit,Entire home/apt,2,1,1.0,1.0,85.0,2,365,2,2,1125,1125,2.0,1125.0,0,15,38,67,67,2021-10-19,8,8,4,30_days,4.13,4.0,4.13,4.5,4.5,4.5,4.13,1,1,1,0,0,2.79,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,private,15.3081,0,4,65,0.9032258064516129,0.3333333333333333,0.06451612903225806,0.5161290322580645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.43478260869565216,0.8164383561643835
50789154,198161836,within a day,0.89,0.8,0,2.0,0,Near West Side,41.88188,-87.64423,Entire rental unit,Entire home/apt,2,1,1.0,1.0,119.0,29,250,29,29,1125,1125,29.0,1125.0,0,0,21,51,140,2021-10-19,2,2,1,30_days,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,0,0,1.58,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,private,0.9154,0,3,661,1.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.8351648351648352,1.0,0.6195652173913043,0.6164383561643836
50793099,410504785,within an hour,1.0,1.0,0,0.0,0,Bridgeport,41.84324,-87.6378,Private room in rental unit,Private room,2,1,1.0,1.0,46.0,2,60,2,2,1125,1125,2.0,1125.0,0,27,57,87,176,2021-10-19,5,5,1,30_days,5.0,5.0,5.0,5.0,5.0,4.8,5.0,1,6,0,6,0,2.59,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,shared,3.9041,1,0,914,0.6774193548387096,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.8351648351648352,1.0,0.22826086956521738,0.5178082191780822
50793889,327709604,within an hour,0.99,0.76,0,25.0,0,Avondale,41.93687,-87.71864,Entire rental unit,Entire home/apt,6,1,3.0,3.0,146.0,2,1125,2,4,2,1125,3.6,1114.9,0,28,58,88,363,2021-10-18,7,7,0,30_days,4.14,4.71,4.57,4.0,4.57,4.57,4.29,1,9,9,0,0,2.12,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,private,8.0859,0,1,1000,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.005479452054794521
50796659,327709604,within an hour,0.99,0.76,0,25.0,0,Avondale,41.93402,-87.71651,Entire rental unit,Entire home/apt,6,1,3.0,3.0,172.0,1,1125,2,4,1,1125,3.6,710.0,0,26,56,86,356,2021-10-19,7,7,1,30_days,4.57,4.71,4.86,4.29,4.57,4.29,4.57,1,9,9,0,0,2.08,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,private,7.7708,0,1,1000,0.16129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.0,0.0,0.0,0.043478260869565216,0.05434782608695652,0.024657534246575342
50806223,410645419,within a few hours,1.0,1.0,0,0.0,0,Belmont Cragin,41.93274,-87.77639,Entire residential home,Entire home/apt,4,1,2.0,2.0,95.0,1,365,2,2,365,365,2.0,365.0,0,25,55,85,360,2021-10-18,1,1,0,30_days,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1,2,2,0,0,0.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,private,9.9574,0,0,557,0.16129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05434782608695652,0.0136986301369863
50806225,410645419,within a few hours,1.0,1.0,0,0.0,0,Austin,41.92184,-87.80349,Entire guest suite,Entire home/apt,4,1,2.0,2.0,100.0,1,365,2,2,365,365,2.0,365.0,0,27,57,87,362,2021-10-18,2,2,0,30_days,4.5,5.0,5.0,4.5,4.5,5.0,5.0,1,2,2,0,0,1.05,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,private,10.6235,0,0,494,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03260869565217391,0.00821917808219178
50808262,242845484,None,0.0,0.0,0,0.0,0,Austin,41.89132,-87.76772,Entire rental unit,Entire home/apt,6,1,3.0,4.0,250.0,2,365,2,2,1125,1125,2.0,1125.0,0,30,60,90,365,2021-10-18,5,5,3,30_days,4.0,4.8,4.4,5.0,5.0,4.6,4.2,1,1,1,0,0,2.08,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,private,7.8486,1,2,418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50811113,321302737,within a day,0.67,0.0,0,0.0,0,Loop,41.88714,-87.61563,Entire rental unit,Entire home/apt,2,1,1.0,1.0,146.0,32,100,32,32,100,100,32.0,100.0,0,30,60,90,179,2021-10-19,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0.0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,private,1.2816,0,2,338,0.5806451612903226,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.8351648351648352,1.0,0.1956521739130435,0.5095890410958904
50825751,395651225,within an hour,1.0,0.99,0,2.0,0,Humboldt Park,41.89205,-87.71335,Private room in rental unit,Private room,2,1,1.0,1.0,76.0,1,5,2,2,1125,1125,2.0,1125.0,0,18,48,78,352,2021-10-19,4,4,3,30_days,4.75,5.0,4.25,5.0,5.0,4.25,5.0,1,2,0,2,0,3.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,shared,4.9185,1,0,487,0.41935483870967744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14130434782608695,0.03561643835616438
50832988,370154553,within an hour,1.0,1.0,0,40.0,0,Near South Side,41.85394,-87.62323,Entire condominium (condo),Entire home/apt,6,1,2.0,2.0,228.0,2,365,2,2,1125,1125,2.0,1125.0,0,30,60,90,275,2021-10-19,14,14,5,30_days,4.64,4.79,4.71,4.93,5.0,4.71,4.5,1,29,29,0,0,5.53,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,private,2.7131,1,1,1000,0.5806451612903226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3548387096774194,1.0,1.0,0.0,0.0,0.782608695652174,0.1956521739130435,0.2465753424657534
50837332,107434423,within an hour,1.0,0.98,0,1987.0,0,Near West Side,41.879795,-87.665428,Entire rental unit,Entire home/apt,2,1,1.0,1.0,114.0,32,1125,32,730,1125,1125,701.6,1125.0,0,18,48,78,353,2021-10-19,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,313,313,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,private,2.0203,0,5,1000,0.3870967741935484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.03287671232876712
50837343,107434423,within an hour,1.0,0.98,0,1987.0,0,Near West Side,41.879795,-87.665428,Entire rental unit,Entire home/apt,2,1,1.0,1.0,124.0,32,1125,32,730,1125,1125,711.8,1125.0,0,5,35,65,340,2021-10-19,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,313,313,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,private,2.0203,0,5,1000,0.41935483870967744,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2717391304347826,0.0684931506849315
50852692,182280566,within an hour,1.0,0.96,0,8.0,0,Loop,41.88649,-87.62628,Entire rental unit,Entire home/apt,3,1,1.0,1.0,238.0,2,1125,2,3,1125,1125,2.4,1125.0,0,15,45,75,350,2021-10-18,2,2,1,30_days,5.0,4.5,5.0,5.0,5.0,5.0,5.0,1,8,8,0,0,1.4,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,private,0.9536,1,3,561,0.45161290322580644,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16304347826086957,0.0410958904109589
50854558,327103193,within an hour,1.0,0.69,0,26.0,0,East Side,41.70781,-87.53731,Private room in bungalow,Private room,2,1,1.0,1.0,25.0,32,365,32,32,365,365,32.0,365.0,0,15,45,74,74,2021-10-19,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,0,22,0,0.0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,shared,19.833,0,1,464,0.7419354838709677,0.3333333333333333,0.0,0.5161290322580645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.358695652173913,0.7972602739726027
50859426,165860459,a few days or more,0.4,0.67,0,0.0,0,Rogers Park,42.01219,-87.6648,Private room in rental unit,Private room,2,1,1.0,0.0,50.0,1,3,2,2,3,3,2.0,3.0,0,0,0,0,0,2021-10-18,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,private,15.0102,1,3,363,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50865923,206957119,within an hour,1.0,1.0,0,0.0,0,West Ridge,41.99308,-87.68109,Entire condominium (condo),Entire home/apt,5,1,2.0,2.0,225.0,2,365,2,2,1125,1125,2.0,1125.0,0,21,49,79,353,2021-10-19,4,4,1,30_days,4.25,4.5,4.5,5.0,5.0,4.5,4.5,1,1,1,0,0,2.03,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,private,13.0453,1,3,199,0.03225806451612903,0.36666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.03287671232876712
50866726,411256890,within a few hours,0.82,0.92,0,3.0,0,Loop,41.88201,-87.63062,Entire condominium (condo),Entire home/apt,4,1,1.0,1.0,193.0,1,1125,2,2,1125,1125,2.0,1125.0,0,30,60,88,363,2021-10-18,3,3,1,30_days,5.0,5.0,4.67,5.0,5.0,5.0,5.0,1,3,3,0,0,2.09,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,private,0.4372,0,0,320,0.0,0.0,0.03225806451612903,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.010869565217391304,0.005479452054794521
50866793,260588213,within an hour,1.0,1.0,0,15.0,0,Mckinley Park,41.8263,-87.66729,Private room in residential home,Private room,2,1,1.0,1.0,40.0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,2021-10-19,17,17,3,30_days,4.88,4.82,4.76,5.0,5.0,4.65,4.94,1,10,0,10,0,11.33,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,shared,6.1691,0,2,39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50870812,352148357,within an hour,0.98,1.0,0,7.0,0,Bridgeport,41.84135,-87.65724,Private room in guesthouse,Private room,2,1,1.0,1.0,40.0,2,1125,2,2,1125,1125,2.0,1125.0,0,18,48,76,350,2021-10-19,10,10,2,30_days,4.3,4.4,4.4,4.7,4.4,4.3,4.4,1,6,0,6,0,3.61,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,shared,4.3879,1,1,541,0.2903225806451613,0.13333333333333333,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.14130434782608695,0.0410958904109589
