host_response_rate,bathrooms,bedrooms,price,review_scores_rating,host_verifications_identity_manual,host_verifications_selfie,host_verifications_jumio,host_verifications_reviews,host_verifications_phone,host_verifications_offline_government_id,host_verifications_email,host_verifications_government_id,Verification_Numbers
1,1,1,104,4.58,1,1,0,0,1,1,1,1,6
1,1,2,148,5,0,0,0,1,1,0,1,0,3
1,1,5,356,4.33,0,0,0,0,1,0,1,0,2
1,1,1,98,4.77,1,1,1,0,1,1,1,1,7
1,1,1,50,4.8,1,1,0,0,1,1,1,1,6
1,1,1,44,4.9,0,0,1,1,1,0,1,1,5
1,1,1,50,4.25,1,1,0,0,1,1,1,1,6
1,1,1,58,4.75,1,1,0,0,1,1,1,1,6
1,1,1,55,4.41,0,0,1,0,1,1,1,1,5
1,1,1,57,4.6,0,0,1,0,1,1,1,1,5
1,1,1,46,4.75,0,0,1,0,1,1,1,1,5
0.98,1,1,37,4.86,1,1,0,0,1,1,1,1,6
1,1,1,74,4.77,1,1,1,0,1,1,1,1,7
1,1,1,39,4.09,0,0,0,0,1,1,1,1,4
1,1,4,275,4.91,1,1,1,1,1,1,1,1,8
0,1,1,250,0,0,0,0,0,1,1,0,1,3
0,1,2,65,4.57,0,0,0,1,1,0,1,0,3
1,1,1,40,4.64,1,1,1,1,1,1,1,1,8
0.9,1,3,266,4.64,0,0,0,1,1,0,1,0,3
0,1,2,175,5,0,0,1,1,1,0,1,1,5
1,1,1,119,4.36,0,0,0,0,1,0,0,0,1
0.97,1,2,107,4.23,1,1,1,1,1,1,1,1,8
0.97,1,2,106,4.19,1,1,1,1,1,1,1,1,8
1,1,1,150,4.47,0,0,0,0,1,1,1,1,4
0,1,1,1000,5,0,0,0,0,0,0,0,0,0
0,1,2,100,5,1,1,1,1,1,1,0,1,7
1,1,4,210,4.3,1,1,0,0,1,1,0,1,5
1,1,1,50,5,0,0,0,1,1,0,1,0,3
1,1,1,66,4.2,0,0,1,0,1,1,1,1,5
0,1,1,60,4.67,0,0,0,0,1,0,1,0,2
1,1,1,1000,0,1,1,1,1,1,1,1,1,8
1,1,2,116,4.92,1,1,1,1,1,0,1,1,7
0,1,1,51,5,0,0,0,0,1,0,1,0,2
0.94,1,1,42,5,0,1,0,0,1,1,1,1,5
0.94,1,1,42,4.14,0,1,0,0,1,1,1,1,5
1,1,1,110,4.5,0,0,0,1,1,0,1,0,3
1,1,2,270,4.98,0,1,0,0,1,1,1,1,5
1,1,1,71,5,0,0,0,1,1,0,1,0,3
1,1,3,799,4.5,0,0,0,0,1,0,1,0,2
1,1,2,300,4.5,1,1,1,0,1,1,1,1,7
1,1,1,100,4.83,0,0,0,1,1,0,1,0,3
0.94,1,4,579,4.75,0,0,0,1,1,0,1,0,3
0,1,2,126,4.96,1,1,1,1,1,0,1,1,7
0,1,1,49,5,1,1,0,0,1,1,1,1,6
0,1,1,120,0,0,0,0,0,1,0,1,0,2
1,1,1,91,4.71,1,1,1,0,1,1,1,1,7
0,1,2,100,0,0,0,0,1,1,0,0,0,2
1,1,3,86,4.86,0,0,0,1,1,0,1,0,3
0.33,1,2,90,0,0,0,1,0,1,1,0,1,4
1,1,2,84,5,1,1,0,0,1,1,1,1,6
1,1,1,175,4.33,0,0,0,1,1,0,1,0,3
1,1,2,87,4.76,0,0,0,0,1,0,1,0,2
1,1,2,170,0,1,1,1,1,1,1,1,1,8
1,1,3,209,0,1,1,1,1,1,1,1,1,8
1,1,3,99,4.5,1,1,0,0,1,1,1,1,6
1,1,1,125,4.5,0,0,0,0,1,0,1,0,2
0,1,1,27,0,0,0,0,0,1,0,0,0,1
1,1,2,140,0,1,1,1,1,1,1,1,1,8
0.99,1,2,115,3,0,0,0,0,1,0,1,0,2
0.99,1,2,140,0,0,0,0,0,1,0,1,0,2
0.99,1,2,115,0,0,0,0,0,1,0,1,0,2
1,1,2,205,0,1,1,1,1,1,1,1,1,8
0.99,1,2,140,0,0,0,0,0,1,0,1,0,2
1,1,5,579,5,0,0,1,1,1,0,1,1,5
1,1,2,166,4.48,1,1,1,0,1,1,1,1,7
1,1,4,99,4.76,0,0,0,0,1,0,1,0,2
1,1,4,79,4.25,0,0,0,0,1,0,1,0,2
1,1,2,88,4.45,0,0,1,1,1,0,1,1,5
1,1,2,179,4.92,0,0,0,0,1,0,1,0,2
1,1,1,126,5,1,1,1,1,1,0,1,1,7
1,1,1,50,4.89,0,0,1,1,1,1,1,1,6
1,1,1,52,4.77,1,1,1,0,1,1,1,1,7
1,1,4,656,5,0,1,0,0,1,1,1,1,5
0.97,1,2,98,3.83,1,1,1,1,1,1,1,1,8
0,1,1,130,0,1,1,0,0,1,1,1,1,6
0,1,1,135,5,0,0,0,0,1,1,1,1,4
0,1,2,195,0,0,0,0,0,1,1,1,1,4
0,1,1,135,0,0,0,0,0,1,1,1,1,4
0,1,2,195,0,0,0,0,0,1,1,1,1,4
1,1,3,290,0,0,0,0,0,1,1,0,1,3
0,1,2,199,5,0,0,0,0,1,1,1,1,4
0,1,1,135,5,0,0,0,0,1,1,1,1,4
0,1,1,192,4.76,0,0,0,0,0,0,1,0,1
0,1,1,190,4.66,0,0,0,0,0,0,1,0,1
0,1,1,180,4.33,0,0,0,0,0,0,1,0,1
0,1,2,247,4.78,0,0,0,0,0,0,1,0,1
0,1,3,319,4.68,0,0,0,0,0,0,1,0,1
0,1,1,174,4.59,0,0,0,0,0,0,1,0,1
0,1,1,180,4.78,0,0,0,0,0,0,1,0,1
1,1,2,126,0,1,1,1,1,1,1,1,1,8
1,1,2,166,4,1,1,1,1,1,1,1,1,8
0.9,1,1,86,4.92,0,0,1,1,1,1,1,1,6
1,1,3,296,4.94,0,0,0,0,1,1,1,1,4
0.82,1,1,85,0,0,0,0,0,1,0,1,0,2
1,1,1,168,4.96,0,0,0,1,1,0,1,0,3
0,1,1,48,5,1,1,0,0,1,1,0,1,5
0,1,1,77,4.5,0,0,0,0,1,0,1,0,2
0.98,1,1,33,4.2,1,1,1,1,1,0,1,1,7
0,1,3,180,0,0,0,1,0,1,1,1,1,5
1,1,2,100,0,1,1,1,1,1,0,1,1,7
1,1,2,447,5,0,0,0,0,1,0,1,0,2
1,1,1,120,5,0,0,1,1,1,1,1,1,6
1,1,1,82,4.73,0,0,0,0,1,1,1,1,4
1,1,2,199,5,0,0,0,0,1,1,1,1,4
0,1,1,56,3,0,0,0,0,1,0,1,0,2
1,1,2,187,5,1,1,1,1,1,1,1,1,8
0,1,4,393,4.82,1,1,0,0,1,1,1,1,6
0,1,1,109,4.83,0,1,0,0,1,1,1,1,5
0.91,1,3,155,4.38,0,0,1,1,1,0,1,1,5
1,1,3,195,4.95,0,0,1,1,1,1,1,1,6
1,1,1,104,4.62,0,0,1,0,1,1,1,1,5
0.75,1,1,80,3.67,0,0,1,1,1,1,1,1,6
1,1,1,194,4.55,1,1,1,0,1,1,1,1,7
1,1,1,72,4.95,1,1,1,1,1,1,1,1,8
0.9,1,4,2663,5,1,1,1,0,1,1,1,1,7
0,1,1,85,0,0,0,1,0,1,0,1,1,4
1,1,3,371,5,1,1,1,1,1,1,1,1,8
1,1,3,89,4.65,0,0,0,1,1,0,0,0,2
0,1,2,1000,4.56,1,1,0,0,1,1,1,1,6
1,1,1,145,0,1,1,1,1,1,1,1,1,8
0.9,1,2,150,0,1,1,1,0,1,1,1,1,7
0,1,3,151,4.44,0,0,0,0,1,1,1,1,4
1,1,1,250,4.86,0,0,0,0,1,0,1,0,2
1,1,1,35,0,1,1,0,0,1,1,1,1,6
0.98,1,1,86,4.03,0,0,0,0,1,1,1,1,4
0.98,1,1,88,4.4,0,0,0,0,1,1,1,1,4
1,1,3,112,3.83,0,0,0,0,1,0,1,0,2
1,1,1,50,5,1,1,0,0,1,1,1,1,6
1,1,1,50,5,1,1,0,0,1,1,1,1,6
1,1,1,35,4,1,1,0,0,1,1,1,1,6
1,1,1,35,5,1,1,0,0,1,1,1,1,6
0.78,1,2,99,4.43,1,1,0,0,1,1,1,1,6
1,1,1,54,0,1,1,0,0,1,1,1,1,6
1,1,1,35,0,1,1,0,0,1,1,1,1,6
1,1,1,50,0,1,1,0,0,1,1,1,1,6
1,1,1,30,5,1,1,0,0,1,1,1,1,6
0.9,1,2,100,4.4,0,0,0,0,1,0,0,0,1
0.98,1,1,36,3.33,0,1,0,1,1,1,1,1,6
0.98,1,1,36,4.57,0,1,0,1,1,1,1,1,6
0,1,3,170,4.43,0,0,0,0,1,1,1,1,4
0.98,1,1,36,4.33,0,1,0,1,1,1,1,1,6
0.98,1,1,36,4.14,0,1,0,1,1,1,1,1,6
0.98,1,1,37,4,0,1,0,1,1,1,1,1,6
0,1,1,50,0,0,0,1,1,1,0,1,1,5
1,1,2,194,5,1,1,1,1,1,1,1,1,8
1,1,2,210,0,1,1,1,1,1,1,1,1,8
0,1,1,35,0,0,0,0,0,1,1,1,1,4
0,1,3,420,0,0,0,0,0,1,0,1,0,2
1,1,1,94,4.31,0,0,0,0,1,0,1,0,2
0.98,1,1,26,5,0,1,0,1,1,1,1,1,6
1,1,3,112,3.8,0,0,0,0,1,0,1,0,2
1,1,3,112,4.2,0,0,0,0,1,0,1,0,2
1,1,3,564,4.97,0,0,0,1,1,1,1,1,5
1,1,2,109,5,0,0,0,0,1,1,1,1,4
1,1,3,81,4.75,0,0,0,0,1,0,1,0,2
1,1,1,50,4.33,0,0,0,0,1,1,1,1,4
1,1,1,50,0,1,1,0,0,1,1,1,1,6
1,1,1,50,0,1,1,0,0,1,1,1,1,6
1,1,1,50,0,1,1,0,0,1,1,1,1,6
1,1,1,50,5,1,1,0,0,1,1,1,1,6
1,1,1,50,0,1,1,0,0,1,1,1,1,6
0,1,1,60,0,1,1,1,0,1,1,1,1,7
1,1,1,95,4.78,0,0,0,0,1,1,1,1,4
1,1,1,135,4.97,0,0,1,1,1,0,1,1,5
1,1,1,49,4.76,0,0,1,1,1,0,1,1,5
1,1,1,53,4.62,1,1,1,1,1,1,1,1,8
1,1,2,148,4.7,1,1,1,0,1,1,1,1,7
1,1,1,106,4.78,1,1,0,0,1,1,1,1,6
0.91,1,1,60,5,1,1,0,0,1,1,0,1,5
0.96,1,1,142,4.62,0,0,0,0,1,0,1,0,2
0.96,1,1,143,4.88,0,0,0,0,1,0,1,0,2
1,1,2,98,4.94,0,0,1,0,1,1,1,1,5
1,1,4,947,5,0,0,1,1,1,1,1,1,6
0.82,1,1,120,0,0,0,0,0,1,0,1,0,2
0,1,1,350,0,0,0,1,1,1,0,1,1,5
1,1,2,205,4.91,0,0,1,0,1,1,1,1,5
0,1,1,50,4,0,0,1,1,1,0,1,1,5
1,1,3,110,4.2,1,1,1,1,1,1,1,1,8
1,1,2,102,4.32,1,1,1,1,1,1,1,1,8
1,1,1,95,4.5,1,1,1,1,1,1,1,1,8
1,1,1,83,3.76,1,1,1,1,1,1,1,1,8
1,1,1,73,4.11,1,1,1,1,1,1,1,1,8
0.8,1,2,45,0,0,0,0,0,1,1,1,1,4
0,1,1,125,0,0,0,0,0,1,0,1,0,2
0,1,2,300,0,0,0,1,1,1,1,1,1,6
0,1,2,136,5,0,0,0,1,1,0,1,0,3
1,1,1,129,5,1,1,1,1,1,1,1,1,8
1,1,1,169,0,1,1,1,1,1,1,1,1,8
0.72,1,2,200,0,0,0,0,1,1,0,1,0,3
0.9,1,2,354,4.83,0,0,0,0,1,0,1,0,2
1,1,1,43,5,1,1,1,1,1,1,1,1,8
0,1,2,53,3.5,0,0,0,1,1,0,1,0,3
0.96,1,1,142,4.91,0,0,0,0,1,0,1,0,2
0.96,1,1,179,4.67,0,0,0,0,1,0,1,0,2
0.96,1,1,219,4.64,0,0,0,0,1,0,1,0,2
1,1,1,91,5,1,1,0,0,1,1,1,1,6
1,1,1,177,4.5,0,0,0,0,1,0,1,0,2
0.96,1,2,133,4.58,0,0,0,0,1,1,1,1,4
1,1,1,96,0,0,0,1,0,1,1,1,1,5
1,1,2,114,5,0,0,0,0,1,0,0,0,1
1,1,1,101,4.38,0,0,0,0,1,0,1,0,2
0.97,1,2,101,4.07,1,1,1,1,1,1,1,1,8
0.97,1,1,100,4.47,1,1,1,1,1,1,1,1,8
0.97,1,2,107,4.2,1,1,1,1,1,1,1,1,8
0,1,2,55,0,1,1,0,0,1,1,1,1,6
1,1,3,334,4.7,1,1,0,0,1,1,1,1,6
0,1,1,190,4.8,0,0,0,0,1,0,0,0,1
0,1,1,225,0,0,0,0,0,1,0,0,0,1
0,1,1,225,5,0,0,0,0,1,0,0,0,1
1,1,2,112,4.56,0,0,1,0,1,1,1,1,5
1,1,2,100,4.81,0,0,0,0,1,1,1,1,4
0,1,4,680,4.86,1,1,0,0,1,1,1,1,6
1,1,1,188,3,0,0,0,0,1,1,1,1,4
1,1,1,165,5,0,0,0,0,1,1,1,1,4
0,1,3,91,0,0,0,0,0,1,0,1,0,2
0.98,1,1,29,4,0,1,0,1,1,1,1,1,6
1,1,2,128,4.95,0,0,0,0,1,0,1,0,2
0,1,3,250,1,0,0,0,0,1,1,0,1,3
0,1,1,300,0,0,0,0,0,1,1,0,1,3
1,1,1,110,4.61,1,1,0,0,1,1,1,1,6
1,1,3,650,5,0,0,0,1,1,0,1,0,3
0.89,1,1,150,4,1,1,0,0,1,1,1,1,6
1,1,1,106,4.96,0,0,0,1,1,0,1,0,3
1,1,1,235,4.4,0,0,0,0,1,0,0,0,1
1,1,4,545,5,0,0,0,1,1,0,1,0,3
1,1,3,171,0,1,1,1,1,1,1,1,1,8
1,1,3,248,5,1,1,0,0,1,1,1,1,6
1,1,2,100,0,0,0,0,0,1,0,0,0,1
1,1,2,182,5,0,0,0,0,1,1,1,1,4
1,1,1,89,4.86,0,0,0,0,1,0,1,0,2
1,1,1,68,4.92,0,0,0,0,1,0,1,0,2
1,1,1,68,4.89,0,0,0,0,1,0,1,0,2
1,1,1,80,4.58,0,0,0,0,1,0,1,0,2
1,1,2,169,4.88,0,0,0,0,1,0,1,0,2
1,1,7,399,4.2,1,1,0,0,1,1,0,1,5
1,1,1,35,0,1,1,0,0,1,1,1,1,6
0.9,1,2,169,4.75,0,0,0,0,1,1,1,1,4
1,1,1,71,4.89,0,0,0,0,1,0,1,0,2
0,1,2,189,0,0,0,0,0,1,1,0,1,3
1,1,2,150,5,0,0,0,0,1,0,0,0,1
1,1,1,150,3.67,0,0,1,1,1,0,1,1,5
1,1,4,371,4.8,1,1,1,1,1,0,1,1,7
1,1,1,92,4.98,0,0,0,1,1,0,1,0,3
1,1,1,45,4.93,0,0,1,1,1,0,1,1,5
1,1,4,661,5,0,0,0,1,1,0,1,0,3
1,1,1,90,0,1,1,1,1,1,1,1,1,8
0.9,1,5,653,5,1,1,1,1,1,0,1,1,7
1,1,3,120,4.47,0,0,0,1,1,1,1,1,5
0.98,1,1,106,4.14,1,1,0,0,1,1,1,1,6
0,1,2,75,0,0,0,0,1,1,0,1,0,3
0.99,1,1,99,4.54,0,0,0,0,1,0,1,0,2
0,1,1,36,5,0,0,1,1,1,0,1,1,5
0.99,1,2,132,4.61,0,0,0,0,1,0,1,0,2
0.98,1,1,116,4.33,1,1,0,0,1,1,1,1,6
0.98,1,1,112,3.81,1,1,0,0,1,1,1,1,6
0.99,1,2,127,4.56,0,0,0,0,1,0,1,0,2
0.99,1,3,148,4.18,0,0,0,0,1,0,1,0,2
0.98,1,3,183,4.65,1,1,0,0,1,1,1,1,6
0.98,1,1,92,4.62,1,1,0,0,1,1,1,1,6
0.98,1,1,93,4.67,1,1,0,0,1,1,1,1,6
1,1,2,550,5,0,1,0,0,1,1,0,1,4
0.98,1,1,91,4.05,1,1,0,0,1,1,1,1,6
0.98,1,1,101,4.72,1,1,0,0,1,1,1,1,6
1,1,2,84,5,0,0,0,1,1,0,0,0,2
0.98,1,1,103,4.5,1,1,0,0,1,1,1,1,6
0.98,1,1,79,4.63,1,1,0,0,1,1,1,1,6
0.99,1,3,153,4.19,0,0,0,0,1,0,1,0,2
0.99,1,3,159,4.17,0,0,0,0,1,0,1,0,2
0.99,1,1,105,4.53,1,1,0,0,1,1,1,1,6
1,1,1,62,5,1,1,1,1,1,1,1,1,8
0.99,1,2,118,4.27,1,1,0,0,1,1,1,1,6
1,1,1,79,4.83,1,1,1,1,1,1,1,1,8
1,1,1,77,4.97,1,1,1,1,1,1,1,1,8
0.99,1,1,311,0,1,1,0,0,1,1,1,1,6
1,1,1,57,4.5,1,1,0,0,1,1,1,1,6
1,1,1,499,4.83,0,0,1,1,1,1,1,1,6
1,1,2,80,4.29,0,1,0,0,1,1,1,1,5
0.99,1,2,178,4.91,1,1,0,0,1,1,1,1,6
1,1,1,50,5,1,1,0,0,1,1,1,1,6
0.99,1,1,92,4.56,1,1,0,0,1,1,1,1,6
1,1,1,79,4.17,1,1,0,0,1,1,1,1,6
0,1,1,37,4.56,1,1,0,0,1,1,0,1,5
1,1,1,111,4.44,0,0,0,0,1,1,1,1,4
1,1,1,99,4.9,1,1,1,1,1,1,1,1,8
0.98,1,1,110,4.41,1,1,0,0,1,1,1,1,6
1,1,2,112,4.6,1,1,0,0,1,1,1,1,6
0,1,2,50,5,0,0,0,0,1,0,1,0,2
1,1,2,180,4.76,0,0,0,0,1,0,1,0,2
1,1,4,260,4.86,1,1,1,1,1,0,1,1,7
1,1,1,35,5,1,1,0,0,1,1,1,1,6
1,1,1,35,0,1,1,0,0,1,1,1,1,6
1,1,3,163,4,1,1,0,0,1,1,1,1,6
1,1,1,56,4.71,0,0,0,0,1,0,1,0,2
1,1,4,799,5,0,1,0,0,1,1,1,1,5
0,1,2,151,4.82,0,0,0,0,1,0,1,0,2
1,1,3,274,0,0,1,0,0,1,1,1,1,5
1,1,3,192,5,1,1,0,0,1,1,1,1,6
1,1,1,39,5,0,0,0,0,1,0,1,0,2
1,1,1,180,5,0,0,0,0,1,1,1,1,4
1,1,2,94,4.84,1,1,1,1,1,1,1,1,8
1,1,1,45,5,0,0,1,1,1,1,1,1,6
1,1,1,70,4.52,1,1,1,0,1,1,1,1,7
1,1,1,70,4.77,1,1,1,0,1,1,1,1,7
1,1,1,54,0,1,1,0,0,1,1,1,1,6
1,1,1,50,0,1,1,0,0,1,1,1,1,6
1,1,1,35,4,1,1,0,0,1,1,1,1,6
1,1,1,35,0,1,1,0,0,1,1,1,1,6
1,1,1,30,0,1,1,0,0,1,1,1,1,6
1,1,1,50,0,1,1,0,0,1,1,1,1,6
1,1,1,50,0,1,1,0,0,1,1,1,1,6
1,1,1,50,5,1,1,0,0,1,1,1,1,6
0,1,1,135,4.83,1,1,1,0,1,0,1,1,6
1,1,2,94,4.33,1,1,1,1,1,1,1,1,8
1,1,1,116,4.17,1,1,1,0,1,1,1,1,7
0.81,1,1,234,4,0,0,0,0,1,1,1,1,4
1,1,2,160,4,1,1,1,0,1,1,1,1,7
1,1,1,112,3.86,1,1,1,0,1,1,1,1,7
1,1,1,107,4.69,1,1,1,0,1,1,1,1,7
1,1,1,90,4.46,1,1,1,0,1,1,1,1,7
1,1,1,100,4.32,1,1,1,0,1,1,1,1,7
1,1,1,92,4.59,1,1,1,0,1,1,1,1,7
1,1,2,139,4.41,1,1,0,0,1,1,1,1,6
1,1,3,111,4.24,1,1,1,1,1,1,1,1,8
0.78,1,3,600,5,0,0,0,1,1,0,1,0,3
1,1,2,143,4.27,1,1,0,0,1,1,1,1,6
1,1,2,134,3.73,1,1,0,0,1,1,1,1,6
1,1,1,174,0,1,1,0,0,1,1,1,1,6
0,1,2,275,0,1,0,0,0,1,0,0,0,2
1,1,3,165,4.27,1,1,0,0,1,1,1,1,6
1,1,1,168,4.56,1,1,0,0,1,1,1,1,6
1,1,1,137,4.91,1,1,0,0,1,1,1,1,6
0.12,1,2,125,0,1,1,0,0,1,1,1,1,6
1,1,2,136,4.47,1,1,1,1,1,1,1,1,8
0.3,1,2,400,0,0,0,0,0,1,1,0,1,3
1,1,1,98,4.75,1,1,0,0,1,1,1,1,6
1,1,2,160,4.65,1,1,1,1,1,1,1,1,8
1,1,2,128,4.52,1,1,1,1,1,1,1,1,8
1,1,1,92,4.14,1,1,0,0,1,1,1,1,6
1,1,1,123,4.63,1,1,0,0,1,1,1,1,6
1,1,1,125,4.33,1,1,0,0,1,1,1,1,6
1,1,2,138,4.64,1,1,1,1,1,1,1,1,8
0.59,1,8,370,4.37,0,0,0,0,1,1,1,1,4
1,1,2,179,0,1,1,1,0,1,1,1,1,7
1,1,1,37,4.79,1,1,0,0,1,1,1,1,6
1,1,1,101,4.13,1,1,1,1,1,1,1,1,8
1,1,1,96,4.46,1,1,1,1,1,1,1,1,8
1,1,2,130,4.15,1,1,1,1,1,1,1,1,8
1,1,1,169,0,1,1,1,1,1,1,1,1,8
1,1,3,235,5,0,0,0,0,1,1,1,1,4
0,1,4,1200,5,0,0,1,1,1,1,1,1,6
1,1,1,35,5,0,0,1,1,1,1,1,1,6
1,1,2,232,0,1,1,1,1,1,1,1,1,8
1,1,1,137,0,1,1,1,1,1,1,1,1,8
1,1,2,199,5,0,0,0,1,1,0,1,0,3
1,1,3,303,5,0,0,0,1,1,0,1,0,3
1,1,3,290,5,0,0,0,1,1,0,1,0,3
1,1,3,82,5,0,1,0,1,1,1,1,1,6
1,1,2,163,4.98,0,0,0,1,1,0,1,0,3
1,1,1,120,5,0,0,1,1,1,0,1,1,5
1,1,4,158,4.83,1,1,0,0,1,1,1,1,6
0.2,1,2,131,1,1,0,0,0,1,0,0,0,2
0,1,4,286,4.29,1,0,0,0,1,0,1,0,3
0,1,2,50,0,0,0,0,0,1,0,0,0,1
0,1,2,1000,3.94,0,0,0,0,1,0,1,0,2
0.67,1,1,85,5,0,0,0,0,1,0,1,0,2
0.81,1,1,175,5,0,0,0,0,1,1,1,1,4
1,1,2,200,4.78,0,0,1,1,1,0,1,1,5
1,1,1,194,0,1,1,1,1,1,1,1,1,8
1,1,2,230,0,1,1,1,1,1,1,1,1,8
1,1,1,71,5,1,0,0,0,1,0,1,0,3
1,1,2,200,0,0,0,0,0,1,1,1,1,4
1,1,1,110,0,0,0,0,1,1,0,1,0,3
0,1,4,782,0,0,0,1,1,1,1,1,1,6
0.9,1,1,106,5,0,0,0,0,1,0,1,0,2
0,1,1,174,4.62,0,0,0,1,1,0,1,0,3
1,1,1,116,0,1,1,1,1,1,1,1,1,8
0,1,3,1000,4,0,0,0,0,1,0,1,0,2
0.2,1,2,397,5,0,0,0,0,1,0,1,0,2
1,1,2,105,4.93,1,0,0,1,1,0,1,0,4
1,1,1,62,5,1,1,1,1,1,1,1,1,8
1,1,4,420,4.53,1,0,0,0,1,0,1,0,3
1,1,1,95,4.17,1,1,1,0,1,1,1,1,7
1,1,2,95,5,1,1,0,0,1,1,1,1,6
1,1,1,79,0,1,1,0,0,1,1,1,1,6
0.98,1,1,103,4.63,1,1,0,0,1,1,1,1,6
1,1,2,94,4.6,0,0,0,1,1,0,1,0,3
1,1,1,163,0,1,1,1,1,1,1,1,1,8
1,1,1,123,5,1,1,1,1,1,1,1,1,8
0.96,1,1,84,4.71,0,0,0,0,1,1,1,1,4
1,1,1,178,4.4,0,0,0,0,1,0,0,0,1
1,1,1,89,5,0,0,0,0,1,1,1,1,4
1,1,1,104,4.5,1,1,1,1,1,1,1,1,8
1,1,1,139,4.88,1,1,0,0,1,1,1,1,6
1,1,2,201,4.2,1,1,0,0,1,1,1,1,6
1,1,1,130,5,0,0,0,0,1,0,1,0,2
1,1,1,300,5,1,0,0,0,1,0,1,0,3
1,1,2,170,4.79,0,0,0,0,1,0,1,0,2
1,1,3,421,0,1,1,1,1,1,1,1,1,8
1,1,2,131,4.82,0,0,0,0,1,0,1,0,2
1,1,3,255,4.8,0,0,0,0,1,1,1,1,4
1,1,1,36,5,0,0,0,1,1,0,1,0,3
0,1,1,75,5,1,1,0,0,1,1,1,1,6
0,1,3,156,4.96,0,0,0,1,1,0,1,0,3
1,1,4,177,4.4,0,0,1,0,1,1,1,1,5
1,1,3,144,4.33,0,0,1,0,1,1,1,1,5
0,1,1,80,0,0,0,0,0,1,0,1,0,2
0.99,1,1,183,0,0,0,0,0,1,0,1,0,2
1,1,2,204,0,0,0,1,1,1,1,1,1,6
1,1,1,101,4.89,0,0,1,1,1,1,1,1,6
1,1,1,74,4.86,1,0,0,0,1,0,0,0,2
0.83,1,1,179,4.6,1,0,0,0,1,0,0,0,2
1,1,4,165,4.71,0,0,1,0,1,1,1,1,5
1,1,1,76,4.47,1,1,0,0,1,1,1,1,6
1,1,1,110,5,0,0,0,0,1,0,1,0,2
0.95,1,2,159,4.68,0,0,0,1,1,0,1,0,3
0.82,1,1,85,5,0,0,0,0,1,0,1,0,2
1,1,1,71,5,1,1,0,0,1,1,1,1,6
0.9,1,1,51,4.5,0,1,0,1,1,1,1,1,6
1,1,3,410,4.84,1,1,0,0,1,1,1,1,6
1,1,1,77,3.5,0,0,0,0,1,0,1,0,2
1,1,1,112,4.54,1,1,0,0,1,1,1,1,6
1,1,1,101,4.83,1,1,1,0,1,1,1,1,7
1,1,1,88,4.88,1,1,1,0,1,1,1,1,7
1,1,2,292,4.92,1,1,0,0,1,1,1,1,6
0.81,1,1,160,5,0,0,0,1,1,1,1,1,5
0,1,2,66,4,0,0,0,1,1,0,1,0,3
0.81,1,1,155,0,0,0,0,1,1,1,1,1,5
1,1,1,160,0,1,1,1,1,1,1,1,1,8
1,1,1,134,0,1,1,1,1,1,1,1,1,8
1,1,2,266,4.67,0,0,0,1,1,0,1,0,3
1,1,2,283,4.73,0,0,0,1,1,0,1,0,3
1,1,2,66,4.64,1,0,0,0,1,0,1,0,3
1,1,1,70,5,0,1,1,1,1,1,1,1,7
1,1,3,233,5,0,0,0,0,1,0,1,0,2
0.8,1,1,43,5,0,0,0,0,1,1,1,1,4
1,1,2,155,5,0,0,0,0,1,0,1,0,2
1,1,1,89,4.8,0,0,0,0,1,1,1,1,4
1,1,2,595,0,0,0,0,1,1,0,1,0,3
1,1,1,101,4.69,0,0,0,1,1,0,1,0,3
0,1,1,268,0,0,0,0,1,1,0,1,0,3
1,1,1,96,5,0,0,0,1,1,0,1,0,3
1,1,1,114,5,0,0,0,1,1,0,1,0,3
1,1,1,101,5,0,0,0,1,1,0,1,0,3
1,1,1,136,5,0,0,0,1,1,0,1,0,3
0.97,1,1,127,4.42,1,1,1,1,1,1,1,1,8
0.97,1,1,114,4.31,1,1,1,1,1,1,1,1,8
0.98,1,1,80,3.8,0,0,0,0,1,1,1,1,4
1,1,1,100,4.5,0,0,0,0,1,0,1,0,2
1,1,2,379,5,0,0,0,1,1,1,1,1,5
0,1,1,95,4.75,0,0,0,1,1,0,1,0,3
1,1,2,120,4.89,0,0,0,0,1,0,1,0,2
1,1,2,85,4.23,0,0,0,0,1,0,0,0,1
1,1,1,162,0,1,1,1,1,1,1,1,1,8
1,1,1,126,0,1,1,1,1,1,1,1,1,8
0.99,1,2,299,4.44,0,0,0,0,1,0,1,0,2
0,1,1,40,0,1,1,1,0,1,1,0,1,6
0,1,1,222,4.82,0,0,0,1,1,0,1,0,3
1,1,4,138,4.06,1,1,0,0,1,1,1,1,6
1,1,1,36,4.84,0,1,0,1,1,1,1,1,6
1,1,1,57,4.78,1,0,0,0,1,0,0,0,2
1,1,1,55,4.94,1,0,0,0,1,0,0,0,2
1,1,1,54,4.69,1,0,0,0,1,0,0,0,2
1,1,1,148,0,1,1,1,1,1,1,1,1,8
1,1,1,123,5,1,1,1,1,1,1,1,1,8
1,1,1,40,4.55,0,1,0,1,1,1,1,1,6
1,1,1,190,4.38,0,0,1,1,1,1,1,1,6
1,1,1,335,4.62,0,0,1,1,1,1,1,1,6
1,1,1,167,4.47,0,0,1,1,1,1,1,1,6
1,1,2,343,4.39,0,0,1,1,1,1,1,1,6
1,1,2,302,4.46,0,0,1,1,1,1,1,1,6
